"","X0n7bM2TOMPOOA100365.extra.kraken2.report","DYZgM2TOMPOOB100370.extra.kraken2.report","X1qGgM2TOMPOOM080340.extra.kraken2.report","aFJgM2TOMPOOM090325.extra.kraken2.report","iYASM2TOMPOOA050195.extra.kraken2.report","FvY2M2TOMPOOB051329.extra.kraken2.report","abKIM2TOMPOOA051320.extra.kraken2.report","Nm8MM2TOMPOOA051300.extra.kraken2.report","IGpcM2TOMPOOB051290.extra.kraken2.report","dSz8M2TOMPOOA051340.extra.kraken2.report","nG3jM2TOMPOOA051345.extra.kraken2.report"
"2057187",1,0,0,0,1,0,0,0,0,0,0
"39640",1,0,5,0,0,3,2,0,0,0,0
"53988",1,0,0,0,0,0,0,0,0,0,0
"419435",1,0,1,0,1,2,0,1,0,1,0
"342409",3,0,2,0,4,3,1,2,1,0,0
"346883",1,0,0,0,0,1,0,1,0,0,0
"346884",1,0,2,0,0,0,0,0,0,0,0
"351054",1,0,0,0,0,0,0,0,0,0,0
"2776735",2,1,2,1,0,1,2,0,0,0,0
"1619215",1,0,0,0,0,0,0,0,0,0,0
"687342",1,0,0,0,0,0,0,0,0,0,0
"1123964",1,0,0,0,0,0,0,0,0,0,1
"858422",0,0,5437,354,0,0,4397,0,0,0,783
"40137",0,0,0,0,0,0,0,0,0,0,0
"531813",0,556,3365,735,540,602,351,503,580,0,405
"33047",0,0,0,0,0,0,4,4,6,0,3
"35806",0,0,0,0,0,0,0,545,0,0,0
"92945",0,225,0,103,211,0,0,0,0,299,0
"88688",0,981,2835,596,1064,1077,0,0,1195,1503,1090
"80869",0,432,1142,104,444,617,379,368,392,443,221
"757424",0,0,0,0,0,0,0,0,0,0,0
"847",0,66,311,40,51,82,50,61,57,88,32
"942513",0,2,3,0,0,0,0,1,0,0,0
"40216",0,19,0,0,0,0,0,10,18,0,9
"28090",0,0,0,0,15,26,0,20,10,29,6
"283686",0,0,0,6,0,0,0,0,0,0,15
"413503",0,36,72,9,54,0,0,0,54,0,0
"1920116",0,0,0,0,0,0,0,3,0,0,0
"1334193",0,0,0,0,0,0,0,0,0,0,0
"623",0,0,0,1,5,0,6,8,0,3,0
"28151",0,0,0,0,0,0,0,0,0,0,0
"614",0,0,0,0,0,0,0,0,0,0,20
"552",0,54,0,20,0,0,0,0,0,0,0
"118117",0,1,2,1,3,2,0,1,0,1,0
"69223",0,0,224,20,102,141,87,94,100,144,0
"204039",0,0,0,19,0,0,0,0,0,0,0
"636",0,122,216,0,121,197,0,0,0,147,61
"569",0,0,0,5,0,0,0,0,0,0,0
"587",0,0,102,30,30,0,31,0,20,0,7
"582",0,0,0,49,0,0,0,0,0,0,46
"114185",0,0,0,3,0,0,0,0,0,0,0
"2785913",0,2,1,4,1,3,0,1,0,1,1
"402882",0,1,7,2,1,7,2,4,3,4,2
"2490635",0,5,4,0,8,5,5,2,4,4,0
"43657",0,0,0,8,0,0,0,0,0,0,12
"654",0,0,0,0,0,0,0,0,0,0,0
"29494",0,0,0,0,0,0,0,63,0,0,0
"672",0,0,0,18,0,0,0,0,0,0,0
"777",0,0,0,0,0,0,0,36,0,0,18
"34067",0,0,0,0,0,0,0,0,0,0,0
"28110",0,0,0,3,2,1,2,2,0,7,0
"1869285",0,0,0,0,0,0,0,0,0,0,0
"1541743",0,0,0,0,0,0,0,0,0,0,0
"1972134",0,0,1,0,0,0,0,0,0,0,0
"209841",0,1,0,0,1,1,0,2,0,0,1
"85404",0,0,0,1,0,0,0,0,0,0,1
"729",0,0,0,8,0,0,0,28,27,39,7
"727",0,17,64,0,0,0,0,5,17,20,8
"732",0,0,0,0,0,0,0,0,0,0,0
"731",0,0,0,2,0,0,0,11,0,0,6
"697331",0,0,0,3,0,0,0,0,0,0,0
"45498",0,4,7,0,2,10,3,0,3,3,1
"1923",0,3,1,0,4,0,1,0,0,2,2
"68242",0,0,0,0,0,1,2,1,0,0,0
"394098",0,0,49,32,0,0,0,0,0,0,0
"165096",0,6,14,3,2,2,1,2,3,3,2
"227388",0,0,0,0,0,0,0,0,0,0,0
"216945",0,0,10,1,3,0,2,2,1,2,0
"324078",0,1,2,1,0,0,1,0,0,4,0
"85628",0,0,5,0,0,0,0,1,2,1,0
"409322",0,0,20,1,0,0,0,0,0,0,2
"64895",0,0,0,0,0,0,0,0,0,0,0
"28183",0,0,0,0,46,0,0,0,39,31,0
"174",0,11,0,0,10,8,0,11,10,11,5
"93466",0,0,0,2,5,0,0,0,0,0,0
"2676525",0,0,0,0,0,0,0,0,0,0,0
"160798",0,0,0,0,0,0,10,6,6,0,4
"859",0,0,0,1,0,0,0,0,0,0,0
"2234",0,13,0,2,0,0,0,9,0,0,0
"2684913",0,0,0,1,0,0,0,0,0,0,5
"498374",0,0,0,2,0,0,0,0,0,0,0
"2301714",0,0,2,0,1,1,0,1,2,1,4
"754044",0,0,0,0,0,1,0,0,0,0,0
"2250335",0,2,0,0,2,0,1,1,0,0,1
"2218618",0,1,0,0,0,1,1,0,1,1,0
"2003504",0,0,0,0,0,0,0,0,0,0,1
"2560488",0,3,2,0,0,1,2,1,3,3,0
"2170254",0,1,2,0,0,0,1,0,3,0,0
"205875",0,0,0,0,1,0,0,0,0,0,0
"1982256",0,0,0,0,0,0,0,0,0,0,0
"1188794",0,0,0,0,0,0,1,0,0,0,0
"1982153",0,0,0,0,0,0,0,0,0,0,0
"1982219",0,0,0,0,0,1,0,0,0,0,0
"2734253",0,2,3,1,1,3,0,0,0,2,2
"1623292",0,0,0,2,0,0,0,0,0,0,0
"2734271",0,0,0,0,0,1,1,0,5,1,0
"2733208",0,0,0,1,0,0,0,0,0,0,0
"1623284",0,9,0,0,2,0,0,14,0,0,5
"2696379",0,0,0,0,0,0,0,0,0,0,0
"238854",0,0,3,0,4,2,1,1,2,5,0
"2733124",0,0,0,0,0,2,0,1,1,0,0
"2734096",0,1,2,0,1,1,0,0,0,1,0
"2560689",0,0,2,1,0,1,0,0,1,3,0
"1737463",0,1,1,0,0,2,1,2,0,0,0
"2733115",0,0,0,1,0,14,0,0,0,7,0
"2484217",0,0,1,0,0,0,1,0,0,0,0
"1128071",0,0,0,0,0,1,0,0,0,0,0
"2560132",0,0,4,0,0,0,0,0,0,1,0
"2169963",0,4,1,0,1,2,2,4,0,0,1
"2732920",0,0,92,363,0,0,0,0,0,0,0
"2732933",0,0,1,0,0,1,1,0,0,1,3
"1910931",0,2,2,0,1,0,1,0,1,0,0
"1980928",0,0,0,1,0,0,0,0,0,0,1
"2175602",0,0,0,0,0,0,0,0,0,0,0
"2733979",0,0,0,0,0,0,0,0,0,0,0
"2732016",0,0,1,0,0,0,0,0,1,0,0
"62098",0,1,0,0,0,0,0,0,0,0,1
"97195",0,0,1,0,0,1,1,0,0,0,0
"10537",0,0,0,0,1,0,0,0,0,0,0
"1273747",0,2,4,0,3,4,2,1,1,5,2
"2560252",0,0,0,0,0,0,0,0,0,1,0
"332096",0,0,0,0,0,0,0,0,0,0,0
"10454",0,0,0,0,4,5,0,4,1,0,0
"58094",0,0,1,0,1,2,0,0,1,0,1
"1986291",0,0,0,0,0,0,0,1,0,1,0
"935650",0,0,1,0,0,1,0,1,0,0,0
"1507984",0,0,0,0,0,0,0,0,0,0,0
"512792",0,0,0,0,0,0,0,0,0,0,0
"71253",0,1,0,0,0,0,0,0,0,0,0
"122866",0,0,0,1,0,0,0,0,0,0,1
"1178537",0,1,8,1,0,1,4,1,2,2,0
"271881",0,0,22,0,0,0,0,0,2,1,1
"2685106",0,0,0,0,0,0,3,0,0,0,0
"150055",0,0,4,2,0,0,0,4,0,2,1
"1433513",0,1,2,0,2,3,1,0,0,2,0
"2633649",0,0,0,0,0,2,1,0,0,0,0
"29323",0,1,4,0,2,0,0,0,0,0,0
"413888",0,1,8,0,5,2,7,1,3,2,2
"1287640",0,3,2,1,0,1,0,3,0,3,0
"1541975",0,0,0,0,0,0,0,0,0,0,0
"171632",0,0,5,0,1,0,1,1,0,1,1
"92401",0,0,1,0,3,3,1,0,0,2,0
"538220",0,2,6,0,0,0,0,0,3,3,0
"33923",0,1,12,0,1,0,0,1,1,1,0
"2133",0,1,0,0,0,0,1,2,0,1,1
"216936",0,3,6,0,3,5,0,0,0,4,2
"1114980",0,0,0,0,0,0,0,0,0,0,0
"215578",0,0,6,0,2,1,1,2,0,2,1
"1120045",0,3,5,0,0,0,0,0,0,1,0
"34021",0,0,16,3,8,0,7,0,1,7,2
"281",0,0,1,0,1,0,0,0,0,0,0
"1933911",0,0,0,0,0,0,0,0,4,5,0
"803",0,0,16,1,0,7,0,0,10,5,0
"190650",0,0,0,0,0,0,0,0,1,0,0
"1179817",0,0,1,0,0,1,0,0,0,0,0
"543891",0,1,4,3,0,1,3,1,2,0,1
"1840323",0,0,0,0,0,0,0,0,0,0,0
"152500",0,1,1,2,0,2,1,3,1,0,1
"312153",0,0,2,0,0,2,0,0,1,4,1
"1449778",0,0,16,0,0,0,0,0,0,0,14
"935588",0,1,2,0,0,1,0,2,5,2,0
"2661583",0,2,6,0,2,4,5,2,4,11,3
"669502",0,3,9,1,1,0,0,0,2,3,2
"545908",0,1,0,0,0,3,1,1,0,0,0
"1329969",0,0,0,0,0,0,0,1,0,0,0
"2730846",0,0,0,0,0,0,0,0,0,0,0
"1848517",0,2,0,0,0,0,2,1,0,2,0
"2742646",0,0,0,0,1,0,0,0,1,0,0
"1905288",0,0,0,0,0,2,1,2,1,0,0
"640131",0,1,0,0,3,3,0,0,2,0,1
"2807631",0,2,2,0,0,4,1,1,1,0,2
"2742662",0,0,1,0,0,0,0,0,0,0,0
"2742653",0,0,9,0,1,0,3,0,0,2,1
"184912",0,2,4,0,0,3,1,1,2,1,0
"2683822",0,0,14,0,0,1,0,1,1,3,1
"2742659",0,0,0,0,0,0,0,0,0,0,0
"290339",0,0,0,0,0,0,1,0,1,0,1
"1286170",0,1,2,0,3,0,0,2,0,0,0
"2577118",0,0,0,0,0,1,0,0,0,0,0
"2603836",0,0,3,0,0,0,0,0,1,0,0
"1358422",0,0,1,0,0,1,0,1,0,0,0
"1446701",0,0,0,0,0,1,0,0,0,0,0
"2778655",0,0,0,0,0,1,1,2,0,2,0
"2778657",0,0,0,1,0,0,0,0,0,0,0
"2027293",0,0,0,0,0,0,0,0,0,0,0
"1050617",0,0,0,0,0,0,0,0,0,0,0
"1302410",0,1,4,0,0,0,0,1,0,0,0
"2675774",0,0,0,0,0,2,1,0,0,0,0
"2675773",0,0,91,0,6,12,5,9,3,13,5
"1401254",0,0,0,0,0,1,1,0,1,0,0
"631",0,8,13,2,3,4,4,1,5,3,2
"706191",0,1,1,2,2,4,1,1,0,0,0
"1095774",0,2,1,0,4,2,0,0,3,3,0
"98795",0,2,3,0,1,1,1,1,2,4,1
"2315801",0,3,7,0,0,0,2,1,1,1,0
"1241835",0,1,1,0,4,1,0,1,0,1,0
"118109",0,0,5,0,1,0,0,1,4,1,0
"2518974",0,2,3,0,2,1,0,1,0,2,0
"668607",0,1,8,0,2,2,2,1,5,1,0
"1224152",0,0,0,0,0,0,0,0,0,0,0
"561231",0,2,4,0,1,0,0,3,0,1,0
"598467",0,0,0,0,0,0,0,0,1,0,1
"2027290",0,0,0,0,0,0,0,0,0,1,0
"2633465",0,2,1,0,0,0,0,1,0,0,1
"63612",0,1,1,0,0,1,0,0,0,0,0
"2661587",0,1,8,0,0,1,0,1,1,0,0
"1416915",0,0,1,0,0,1,0,0,1,0,0
"693970",0,0,1,1,1,0,0,0,4,0,0
"399599",0,0,1,0,0,0,0,0,1,0,0
"693973",0,0,0,0,0,0,1,0,0,0,0
"316275",0,0,0,0,0,2,0,0,1,0,0
"80852",0,0,0,0,0,0,0,0,0,0,0
"434270",0,0,0,0,0,0,0,0,2,0,0
"716",0,7,22,1,6,5,2,0,3,1,0
"1433287",0,0,2,0,0,0,0,0,0,2,0
"1222034",0,0,5,0,0,1,0,0,0,0,0
"1275971",0,0,1,0,0,0,0,0,0,0,0
"1263829",0,1,3,0,0,0,1,0,1,0,0
"97084",0,0,0,7,0,0,10,0,0,0,4
"999434",0,2,2,0,0,1,2,0,1,1,0
"545776",0,2,0,0,2,8,5,0,2,1,1
"142",0,0,0,0,3,2,2,2,0,2,0
"1155096",0,0,1,0,0,0,0,0,1,2,0
"412418",0,1,0,0,0,0,0,0,0,0,0
"498738",0,0,0,0,0,0,0,0,0,0,0
"445984",0,0,0,0,0,0,0,0,0,1,0
"445985",0,0,1,0,0,0,0,0,0,0,0
"176",0,1,5,0,0,0,0,0,1,0,1
"44275",0,0,0,0,0,0,0,0,0,0,0
"338215",0,0,4,0,0,1,0,0,1,0,0
"126738",0,0,0,0,0,0,1,1,0,1,0
"590168",0,2,11,0,3,3,2,2,1,0,0
"1307443",0,0,1,0,0,0,0,0,0,0,0
"157688",0,1,19,0,3,5,2,2,1,4,1
"2703941",0,0,0,0,4,0,0,0,0,0,0
"58024",0,0,0,0,0,0,0,0,0,0,0
"2510508",0,0,2,0,0,1,0,0,1,0,1
"2794946",0,3,1,0,0,1,1,0,1,1,0
"10704",0,0,4,1,0,2,0,1,0,1,0
"2301621",0,0,3,1,0,0,1,0,7,1,1635
"1873985",0,0,0,0,0,0,0,0,1,0,0
"2713262",0,1,0,0,0,0,1,0,2,0,1
"2662138",0,1,1,0,0,0,0,1,1,0,1
"754070",0,0,0,0,1,2,0,0,0,0,0
"994601",0,0,0,0,0,0,0,0,0,0,0
"2283267",0,0,0,0,0,0,0,1,8,0,8
"2041344",0,0,2,0,3,2,1,1,1,0,1
"2026102",0,0,0,0,2,5,3,0,0,0,0
"641487",0,0,0,0,0,0,0,0,0,0,0
"2656529",0,0,0,0,0,2,0,0,0,0,0
"1414739",0,1,0,0,1,0,0,0,0,0,0
"1131316",0,0,2,0,1,2,0,2,0,3,1
"1587907",0,0,0,0,0,0,0,0,0,0,0
"573591",0,0,1,0,0,0,0,1,0,0,0
"1582151",0,0,0,0,0,0,0,0,0,0,0
"1126885",0,0,0,0,0,0,0,0,0,0,0
"1105171",0,0,0,0,0,0,0,0,0,0,0
"2662295",0,0,0,0,1,0,0,1,0,2,0
"294382",0,0,0,0,0,0,0,0,0,0,0
"741942",0,0,1,0,1,1,0,0,0,0,0
"2599849",0,0,0,0,0,2,1,0,0,0,0
"2059855",0,1,0,0,0,2,0,0,0,0,0
"2079417",0,0,3,0,0,0,0,0,0,0,0
"1500757",0,0,2,0,0,0,1,0,0,0,0
"1161901",0,0,0,0,0,0,0,0,0,0,0
"2725616",0,1,0,0,0,2,3,0,0,0,0
"1718278",0,0,0,1,0,0,0,0,0,0,0
"437329",0,0,1,0,1,1,1,0,0,0,0
"1051143",0,0,0,0,0,0,0,0,3,0,0
"1225862",0,0,0,0,0,0,1,1,0,1,1
"540068",0,1,1,0,0,0,4,0,1,0,0
"540065",0,0,0,0,0,0,0,0,0,0,0
"1993876",0,0,0,0,0,0,0,0,0,0,0
"1993867",0,0,0,0,1,3,0,0,1,1,0
"2560512",0,0,2,0,0,0,2,1,0,0,1
"205876",0,0,0,0,0,0,0,1,1,0,0
"2306284",0,2,0,2,3,2,4,1,1,2,2
"2560783",0,0,12,7,0,1,0,0,9,2,3
"2049886",0,0,1,0,0,0,1,1,0,1,0
"2560594",0,0,1,1,2,2,0,0,0,0,0
"861047",0,0,0,0,1,1,0,0,0,0,0
"466051",0,0,0,0,1,3,0,0,0,0,0
"1954378",0,1,0,0,0,0,0,0,0,0,0
"1954380",0,0,0,0,0,0,0,0,0,0,0
"2734223",0,0,0,0,0,1,1,1,0,0,0
"2733202",0,0,0,0,1,0,0,1,0,0,0
"1982251",0,1,0,0,0,1,0,0,1,0,0
"1982093",0,0,2,0,1,0,0,0,0,0,0
"2560496",0,0,0,2,0,1,0,0,0,1,1
"2169812",0,1,3,2,3,2,1,1,1,1,1
"1982751",0,0,0,1,0,1,2,0,0,1,0
"1982562",0,1,2,0,0,0,0,5,0,0,1
"1920751",0,0,0,0,0,0,1,0,2,0,0
"2560589",0,0,0,4,0,1,0,1,1,1,1
"1636203",0,0,0,0,0,0,0,0,0,0,0
"2734283",0,1,0,0,0,0,0,0,0,0,1
"2560683",0,0,0,0,0,0,0,1,0,0,0
"2560787",0,0,4,0,0,0,0,1,0,6,0
"2560788",0,0,3,0,0,0,0,1,0,0,0
"2560842",0,0,0,0,0,0,1,0,0,0,0
"2560720",0,0,0,0,0,0,0,0,0,0,0
"1982229",0,0,0,0,1,3,0,0,0,1,0
"2734274",0,5,3,0,4,3,1,0,0,4,1
"1982368",0,0,1,3,0,0,0,0,1,0,0
"2560499",0,1,1,0,1,0,0,0,1,0,0
"1982378",0,0,0,0,0,0,0,0,0,0,0
"1982078",0,0,0,0,0,0,1,0,0,0,0
"2734290",0,1,0,0,0,1,0,0,0,0,0
"1406788",0,1,0,0,0,0,0,0,0,0,0
"329254",0,0,1,0,0,0,1,0,1,1,0
"2733205",0,0,0,0,0,0,0,0,1,0,1
"1982106",0,2,0,0,0,0,0,0,0,0,0
"1982239",0,0,0,0,0,2,0,0,0,0,0
"2560486",0,2,3,1,0,3,39,2,1,0,0
"2734261",0,0,2,4,1,0,0,0,0,0,0
"1982554",0,0,0,0,1,0,0,0,0,0,0
"1982557",0,0,4,0,2,0,0,0,0,0,0
"2734246",0,0,1,0,0,1,2,0,0,0,0
"2448213",0,0,0,0,1,0,1,0,2,0,0
"2169655",0,2,0,0,2,0,0,0,1,0,0
"2560703",0,0,0,0,1,0,0,1,0,1,0
"1910992",0,0,0,0,0,1,0,1,0,1,0
"2560656",0,0,0,0,0,0,0,0,0,0,0
"2115965",0,0,0,0,0,0,0,0,0,0,0
"1498228",0,3,3,0,0,4,0,0,0,0,0
"1173297",0,0,0,0,1,0,1,0,0,0,0
"1129194",0,0,1,0,0,0,0,0,0,0,0
"2023998",0,0,1,0,0,0,0,0,0,1,0
"1150991",0,1,0,0,1,1,1,0,1,0,0
"754074",0,0,0,0,0,0,0,0,0,0,0
"754058",0,0,1,0,0,0,0,0,0,0,0
"699370",0,1,0,0,0,0,0,1,0,0,0
"1278479",0,2,0,0,0,0,0,0,2,0,0
"1279082",0,1,13,0,1,0,1,0,1,2,1
"1567014",0,0,0,0,0,0,0,0,0,0,0
"1880590",0,0,1,0,1,0,1,0,0,0,0
"536453",0,0,0,0,0,0,0,0,0,0,0
"536444",0,0,0,0,1,0,0,0,0,0,0
"2588094",0,0,0,0,0,0,0,0,0,0,0
"33771",0,0,0,0,0,0,0,0,0,0,0
"55884",0,0,0,0,0,0,0,0,0,0,0
"2767579",0,0,0,1,0,3,1,0,1,1,0
"137511",0,0,0,0,0,0,0,0,0,0,0
"1560342",0,0,0,0,0,0,0,0,0,1,0
"1458861",0,0,0,0,0,0,0,0,0,0,0
"1913650",0,1,1,0,1,1,0,1,0,0,1
"279006",0,0,0,0,1,0,0,0,0,0,0
"2006136",0,0,0,0,0,0,0,0,0,0,0
"1914851",0,1,1,1,4,1,3,1,0,1,0
"2201163",0,0,1,0,0,0,0,0,0,0,0
"1980950",0,0,3,0,0,0,1,1,0,0,0
"2560301",0,2,0,0,0,0,0,0,1,0,0
"2733083",0,0,0,0,0,0,0,0,2,0,0
"2733081",0,0,0,0,3,0,0,0,0,0,0
"2732975",0,0,0,0,0,0,0,0,0,0,0
"2732985",0,0,0,0,0,0,0,0,0,1,0
"2169990",0,0,0,0,0,0,0,0,0,0,0
"1985292",0,2,0,0,0,6,0,0,0,0,0
"417280",0,0,2,0,0,1,1,0,1,0,0
"2006171",0,0,0,0,0,0,0,0,0,0,0
"1636618",0,0,0,0,0,1,0,1,2,1,0
"2560802",0,0,1,0,1,0,0,9,0,0,0
"2734078",0,0,1,0,0,0,0,0,0,0,0
"1984787",0,0,1,0,1,0,0,0,0,0,0
"2560849",0,1,3,0,0,1,0,0,2,0,1
"1984779",0,0,0,0,0,0,0,0,0,0,0
"2560269",0,3,0,0,1,0,0,0,0,0,0
"1921525",0,0,1,0,0,0,0,0,0,0,0
"2734116",0,0,0,0,0,1,0,0,3,4,0
"115987",0,0,0,0,0,0,0,0,0,0,0
"1231361",0,0,2,1,1,3,0,1,1,1,0
"2734128",0,0,1,1,0,0,0,1,0,0,0
"2752521",0,0,0,0,1,1,1,1,1,0,0
"2734101",0,0,0,0,0,0,0,0,0,0,0
"2734083",0,1,0,0,1,0,0,0,3,0,0
"2734088",0,1,1,0,1,1,0,0,0,1,0
"2734106",0,0,2,0,0,0,0,0,0,1,0
"2560406",0,0,1,0,2,1,5,0,0,1,1
"1921407",0,0,0,0,0,0,0,0,0,0,0
"2560677",0,0,0,0,0,0,0,0,0,0,0
"1918727",0,1,0,0,0,0,0,1,0,0,0
"2560094",0,1,0,0,0,2,0,0,0,0,2
"2560495",0,3,4,0,1,0,0,0,1,1,0
"1987158",0,0,0,0,0,0,0,0,0,0,0
"1983541",0,0,0,0,0,0,0,0,0,0,0
"1636270",0,0,0,0,0,0,0,0,1,1,0
"2725606",0,1,2,1,0,4,0,0,1,0,0
"948071",0,0,0,0,0,0,0,0,0,0,0
"2591033",0,0,0,0,0,0,0,0,0,0,0
"2596674",0,0,1,1,0,2,0,0,0,1,10
"2734259",0,1,1,0,0,0,0,0,0,0,0
"1982591",0,2,5,1,0,4,1,1,0,0,0
"1982592",0,0,1,0,0,0,2,1,1,2,0
"2169962",0,0,1,0,0,0,1,0,0,1,0
"2734190",0,0,1,0,0,1,0,0,0,0,0
"2734189",0,0,1,0,0,2,1,0,2,0,0
"2170216",0,0,0,0,0,0,0,0,0,0,0
"1982596",0,0,0,0,0,1,0,0,0,0,2
"2734160",0,0,2,0,1,0,0,0,0,1,0
"2734159",0,1,41,0,0,0,0,0,0,1,0
"545932",0,0,0,0,1,0,0,0,0,0,0
"1917990",0,0,2,0,0,3,0,2,2,1,0
"1918010",0,0,2,0,1,0,1,0,0,0,0
"1857843",0,0,3,3,0,1,0,1,1,0,0
"298338",0,0,0,0,0,0,0,0,1,0,0
"2732968",0,0,0,0,0,1,0,3,0,0,0
"857312",0,0,1,0,0,0,0,0,0,0,0
"2732932",0,0,0,0,0,0,1,0,1,0,3
"2732931",0,2,1,0,0,0,0,0,0,3,0
"2732694",0,0,1,0,0,0,2,0,0,0,0
"2732693",0,0,0,1,1,0,1,0,0,0,0
"2732690",0,0,3,0,0,0,0,0,0,0,1
"2732684",0,0,0,0,1,0,0,0,0,0,0
"2732937",0,0,0,0,0,0,1,1,0,0,0
"2732939",0,0,1,0,0,0,0,0,0,0,0
"2732918",0,0,0,0,0,0,0,0,0,0,0
"2732925",0,0,0,0,0,0,0,0,0,0,0
"2732913",0,1,0,0,0,2,0,2,0,0,0
"2732912",0,0,0,0,1,0,0,1,1,0,0
"1316739",0,0,0,0,0,0,0,0,0,0,0
"2733951",0,0,0,0,0,0,0,0,0,0,0
"2733942",0,0,0,0,0,0,1,0,0,0,0
"2733928",0,0,1,0,0,0,0,0,0,1,0
"2733926",0,0,1,0,0,0,0,0,0,0,0
"2733919",0,1,0,0,0,0,0,0,0,0,4
"2733904",0,0,0,0,0,0,0,0,0,0,1
"2733896",0,0,0,0,0,0,0,0,0,0,0
"2733894",0,0,0,0,0,0,0,0,0,0,0
"2560297",0,0,0,0,0,1,0,0,0,0,1
"2732017",0,0,0,0,1,1,0,1,2,0,0
"2560651",0,0,0,0,0,0,0,0,0,0,0
"2560546",0,0,0,0,0,1,0,0,0,0,0
"1527770",0,0,3,0,0,1,0,0,0,0,0
"1785960",0,0,1,0,1,0,0,0,0,1,0
"2584487",0,0,2,0,0,0,0,0,0,0,0
"1262513",0,0,0,0,1,0,0,0,0,0,0
"2731621",0,0,0,0,1,0,0,0,1,0,0
"187217",0,2,6,0,0,1,0,0,0,0,0
"2732086",0,0,4,0,0,1,0,0,1,0,0
"1920860",0,0,0,0,0,0,0,0,0,0,0
"2733975",0,0,0,0,0,0,0,0,0,1,0
"150286",0,0,0,0,0,0,0,0,1,1,0
"317878",0,0,0,1,2,1,0,0,0,4,0
"85655",0,1,1,0,0,0,1,1,0,0,0
"2282206",0,0,0,0,0,1,0,0,0,0,0
"261939",0,1,1,0,0,0,0,0,0,0,0
"1273746",0,0,1,0,3,2,1,2,0,0,1
"1454029",0,0,0,0,0,0,0,0,0,0,0
"1592094",0,0,0,0,0,0,0,0,0,0,0
"1859492",0,3,1,1,0,1,0,0,0,3,0
"2010275",0,0,0,0,0,0,0,0,0,0,0
"2005509",0,0,3,0,5,0,0,0,0,1,0
"10275",0,0,0,0,0,0,0,1,0,0,0
"40070",0,0,0,0,1,1,1,0,1,0,0
"10265",0,0,0,0,0,1,0,0,0,0,0
"10282",0,0,1,0,0,0,0,0,0,0,0
"2733296",0,1,0,0,0,1,0,0,0,0,0
"2733297",0,0,1,0,0,0,0,0,0,0,0
"10506",0,0,1,0,1,0,0,0,0,0,0
"113370",0,0,0,1,0,0,1,0,1,3,0
"1146874",0,0,0,0,0,0,0,0,0,0,0
"536079",0,1,0,0,0,0,1,0,0,0,0
"129953",0,0,0,0,0,0,0,0,0,0,0
"1146875",0,2,5,1,1,4,3,4,0,0,0
"190062",0,0,0,0,0,1,1,1,0,0,0
"32613",0,0,0,0,1,0,0,0,0,0,0
"35303",0,0,0,0,1,0,0,1,0,0,0
"1513300",0,0,0,0,0,0,0,0,0,0,0
"11271",0,0,0,0,1,1,1,1,0,0,0
"2560076",0,1,0,0,0,1,1,2,0,2,0
"186458",0,0,3,0,0,1,1,0,0,0,0
"2501972",0,0,0,0,0,2,0,0,0,0,0
"1883068",0,0,1,0,1,0,0,0,0,0,0
"1921703",0,0,0,0,0,0,0,0,0,0,0
"1435457",0,1,0,0,0,0,0,0,0,0,0
"1884456",0,0,0,0,0,1,0,0,0,0,0
"1980533",0,0,0,0,0,0,0,0,0,0,0
"1980517",0,1,0,0,0,1,0,0,0,1,0
"1299308",0,0,0,0,0,0,0,0,0,0,0
"229030",0,0,0,0,0,0,0,0,0,0,0
"1416026",0,1,0,0,0,0,0,0,0,0,0
"2030954",0,0,0,0,0,0,1,0,0,0,0
"349945",0,0,0,1,0,0,0,0,0,0,0
"1206566",0,0,0,0,0,0,0,0,0,0,0
"339419",0,0,0,0,0,0,0,0,0,0,0
"12151",0,0,0,0,0,0,0,0,0,0,0
"312273",0,0,0,0,0,0,0,0,0,0,0
"71030",0,0,0,0,0,0,0,0,0,0,0
"312008",0,0,1,0,0,0,0,0,0,0,0
"445435",0,0,0,0,0,0,0,0,0,0,0
"1324959",0,0,0,0,0,0,0,0,0,0,0
"2364281",0,0,0,0,0,0,0,0,0,0,0
"11041",0,0,1,0,0,0,0,1,0,0,0
"35279",0,0,0,0,0,0,0,1,0,0,0
"2008769",0,0,0,0,0,0,0,0,0,0,0
"39734",0,0,0,0,0,0,0,0,0,0,0
"693995",0,1,0,0,0,0,0,0,1,0,0
"325675",0,0,0,0,0,0,0,0,0,0,0
"2508223",0,0,1,0,0,0,0,0,0,0,0
"12270",0,1,0,0,0,0,1,1,0,0,0
"12258",0,0,0,0,0,0,0,0,0,0,0
"51354",0,0,0,0,0,0,0,0,0,0,0
"1821751",0,1,0,0,0,0,0,0,0,0,0
"138950",0,0,0,0,0,0,0,0,0,0,0
"2003649",0,0,0,0,0,0,0,0,0,0,0
"115232",0,0,0,0,0,0,0,0,0,0,0
"12211",0,0,0,0,0,0,0,0,0,0,0
"526119",0,0,0,0,3,1,1,0,0,0,0
"2065797",0,0,0,0,0,0,0,0,0,0,0
"282786",0,0,0,0,1,0,0,0,0,0,0
"1714367",0,0,0,0,0,0,1,0,0,0,0
"1148491",0,0,0,0,0,0,0,0,0,0,1
"10912",0,0,1,0,0,1,0,0,0,0,0
"10892",0,0,5,0,0,3,2,0,0,2,1
"10981",0,2,2,0,0,0,0,0,0,1,0
